id,name,team,season,position,age,batting_hand,bowling_hand,status,_age,_batting_hand,_bowling_hand,_name
942,Aavishkar Salvi,DC,2012,Bowler,30y 151d,Right,Right arm medium,1,Age: 30y 151d,Batting: Right hand bat,Bowling: Right arm medium,Aavishkar Salvi 
943,Ajit Agarkar,DC,2012,Bowler,34y 106d,Right,Right arm fast,1,Age: 34y 106d,Batting: Right hand bat,Bowling: Right arm fast,Ajit Agarkar 
944,Andre Russell,DC,2012,All-Rounder,23y 325d,Right,Right arm fast,1,Age: 23y 325d,Batting: Right hand bat,Bowling: Right arm fast,Andre Russell 
945,Colin Ingram,DC,2012,Batsman,26y 260d,Left,Legbreak,1,Age: 26y 260d,Batting: Left hand bat,Bowling: Legbreak,Colin Ingram 
946,David Warner,DC,2012,Batsman,25y 144d,Left,Legbreak,1,Age: 25y 144d,Batting: Left hand bat,Bowling: Legbreak,David Warner 
947,Doug Bracewell,DC,2012,Bowler,21y 173d,Right,Right arm medium fast,1,Age: 21y 173d,Batting: Right hand bat,Bowling: Right arm medium fast,Doug Bracewell 
948,Glenn Maxwell,DC,2012,All-Rounder,23y 157d,Right,Right arm offbreak,1,Age: 23y 157d,Batting: Right hand bat,Bowling: Right arm offbreak,Glenn Maxwell 
949,Gulam Bodi,DC,2012,Batsman,33y 75d,Left,Left arm wrist spin,1,Age: 33y 75d,Batting: Left hand bat,Bowling: Left arm wrist spin,Gulam Bodi 
950,Irfan Pathan,DC,2012,All-Rounder,27y 144d,Left,Left arm medium fast,1,Age: 27y 144d,Batting: Left hand bat,Bowling: Left arm medium fast,Irfan Pathan 
951,Kevin Pietersen,DC,2012,Batsman,31y 266d,Right,Right arm offbreak,1,Age: 31y 266d,Batting: Right hand bat,Bowling: Right arm offbreak,Kevin Pietersen 
952,Kuldeep Raval,DC,2012,Bowler,26y 110d,Left,Slow left arm orthodox,1,Age: 26y 110d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Kuldeep Raval 
953,Mahela Jayawardene,DC,2012,Batsman,34y 297d,Right,Right arm medium,1,Age: 34y 297d,Batting: Right hand bat,Bowling: Right arm medium,Mahela Jayawardene 
954,Manpreet Juneja,DC,2012,Batsman,21y 189d,Right,Right arm offbreak,1,Age: 21y 189d,Batting: Right hand bat,Bowling: Right arm offbreak,Manpreet Juneja 
955,Morne Morkel,DC,2012,Bowler,27y 165d,Left,Right arm fast,1,Age: 27y 165d,Batting: Left hand bat,Bowling: Right arm fast,Morne Morkel 
956,Naman Ojha,DC,2012,Wicketkeeper Batsman,28y 243d,Right,,1,Age: 28y 243d,Batting: Right hand bat,,Naman Ojha 
957,Pawan Negi,DC,2012,Bowler,19y 73d,Left,Slow left arm orthodox,1,Age: 19y 73d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Pawan Negi 
958,Prashant Naik,DC,2012,Batsman,25y 199d,Right,Legbreak googly,1,Age: 25y 199d,Batting: Right hand bat,Bowling: Legbreak googly,Prashant Naik 
959,Puneet Bisht,DC,2012,Wicketkeeper Batsman,25y 278d,Right,,1,Age: 25y 278d,Batting: Right hand bat,,Punit Bisht 
960,Robin Bist,DC,2012,Batsman,24y 138d,Right,Right arm offbreak,1,Age: 24y 138d,Batting: Right hand bat,Bowling: Right arm offbreak,Robin Bist 
961,Roelof van der Merwe,DC,2012,All-Rounder,27y 79d,Right,Slow left arm orthodox,1,Age: 27y 79d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Roelof van der Merwe 
962,Ross Taylor,DC,2012,Batsman,28y 11d,Right,Right arm offbreak,1,Age: 28y 11d,Batting: Right hand bat,Bowling: Right arm offbreak,Ross Taylor 
963,Shahbaz Nadeem,DC,2012,Bowler,22y 220d,Right,Slow left arm orthodox,1,Age: 22y 220d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Shahbaz Nadeem 
964,Sunny Gupta,DC,2012,Bowler,23y 174d,Right,Right arm offbreak,1,Age: 23y 174d,Batting: Right hand bat,Bowling: Right arm offbreak,Sunny Gupta 
965,Tejashwi Yadav,DC,2012,Batsman,22y 131d,Right,,1,Age: 22y 131d,Batting: Right hand bat,Bowling: Right arm bowler,Tejashwi Yadav 
966,Travis Birt,DC,2012,Batsman,30y 101d,Left,Right arm medium,1,Age: 30y 101d,Batting: Left hand bat,Bowling: Right arm medium,Travis Birt 
967,Umesh Yadav,DC,2012,Bowler,24y 146d,Right,Right arm fast,1,Age: 24y 146d,Batting: Right hand bat,Bowling: Right arm fast,Umesh Yadav 
968,Unmukt Chand,DC,2012,Batsman,18y 359d,Right,Right arm offbreak,1,Age: 18y 359d,Batting: Right hand bat,Bowling: Right arm offbreak,Unmukt Chand 
969,Varun Aaron,DC,2012,Bowler,22y 142d,Right,Right arm fast,1,Age: 22y 142d,Batting: Right hand bat,Bowling: Right arm fast,Varun Aaron 
970,Venugopal Rao,DC,2012,Batsman,30y 22d,Right,Right arm offbreak,1,Age: 30y 22d,Batting: Right hand bat,Bowling: Right arm offbreak,Venugopal Rao 
971,Vikas Mishra,DC,2012,Bowler,19y 83d,Right,Slow left arm orthodox,1,Age: 19y 83d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Vikas Mishra 
972,Virender Sehwag (c),DC,2012,Batsman,33y 151d,Right,Right arm offbreak,1,Age: 33y 151d,Batting: Right hand bat,Bowling: Right arm offbreak,Virender Sehwag (c)
973,Yogesh Nagar,DC,2012,All-Rounder,22y 73d,Right,Right arm offbreak,1,Age: 22y 73d,Batting: Right hand bat,Bowling: Right arm offbreak,Yogesh Nagar 
974,Zafir Patel,DC,2012,Bowler,19y 187d,Right,Right arm medium fast,1,Age: 19y 187d,Batting: Right hand bat,Bowling: Right arm medium fast,Zafir Patel 
975,Brad Haddin,KKR,2012,Wicketkeeper Batsman,34y 134d,Right,,1,Age: 34y 134d,Batting: Right hand bat,,Brad Haddin 
976,Brendon McCullum,KKR,2012,Wicketkeeper Batsman,30y 160d,Right,Right arm medium/ Right arm offbreak,1,Age: 30y 160d,Batting: Right hand bat,Bowling: Right arm medium/ Right arm offbreak,Brendon McCullum 
977,Brett Lee,KKR,2012,Bowler,35y 118d,Right,Right arm fast,1,Age: 35y 118d,Batting: Right hand bat,Bowling: Right arm fast,Brett Lee 
978,Chirag Jani,KKR,2012,All-Rounder,22y 117d,Right,Right arm medium,1,Age: 22y 117d,Batting: Right hand bat,Bowling: Right arm medium,Chirag Jani 
979,Debabrata Das,KKR,2012,Batsman,25y 165d,Right,Legbreak googly,1,Age: 25y 165d,Batting: Right hand bat,Bowling: Legbreak googly,Debabrata Das 
980,Eoin Morgan,KKR,2012,Batsman,25y 177d,Left,Right arm medium,1,Age: 25y 177d,Batting: Left hand bat,Bowling: Right arm medium,Eoin Morgan 
981,Gautam Gambhir (c),KKR,2012,Batsman,30y 143d,Left,Legbreak,1,Age: 30y 143d,Batting: Left hand bat,Bowling: Legbreak,Gautam Gambhir (c)
982,Iqbal Abdulla,KKR,2012,All-Rounder,22y 94d,Left,Slow left arm orthodox,1,Age: 22y 94d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Iqbal Abdulla 
983,Iresh Saxena,KKR,2012,Bowler,27y 357d,Right,Slow left arm orthodox,1,Age: 27y 357d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Iresh Saxena 
984,Jacques Kallis,KKR,2012,All-Rounder,36y 141d,Right,Right arm medium fast,1,Age: 36y 141d,Batting: Right hand bat,Bowling: Right arm medium fast,Jacques Kallis 
985,James Pattinson,KKR,2012,Bowler,21y 307d,Left,Right arm medium fast,1,Age: 21y 307d,Batting: Left hand bat,Bowling: Right arm medium fast,James Pattinson 
986,Jaydev Unadkat,KKR,2012,Bowler,20y 139d,Right,Left arm medium,1,Age: 20y 139d,Batting: Right hand bat,Bowling: Left arm medium,Jaydev Unadkat 
987,Lakshmipathy Balaji,KKR,2012,Bowler,30y 160d,Right,Right arm medium fast,1,Age: 30y 160d,Batting: Right hand bat,Bowling: Right arm medium fast,Lakshmipathy Balaji 
988,Laxmi Shukla,KKR,2012,All-Rounder,30y 304d,Right,Right arm medium,1,Age: 30y 304d,Batting: Right hand bat,Bowling: Right arm medium,Laxmi Shukla 
989,Manoj Tiwary,KKR,2012,Batsman,26y 112d,Right,Legbreak googly,1,Age: 26y 112d,Batting: Right hand bat,Bowling: Legbreak googly,Manoj Tiwary 
990,Manvinder Bisla,KKR,2012,Wicketkeeper Batsman,27y 69d,Right,,1,Age: 27y 69d,Batting: Right hand bat,,Manvinder Bisla 
991,Marchant de Lange,KKR,2012,Bowler,21y 144d,Right,Right arm fast,1,Age: 21y 144d,Batting: Right hand bat,Bowling: Right arm fast,Marchant de Lange 
992,Mohammed Shami,KKR,2012,Bowler,21y 184d,Right,Right arm fast,1,Age: 21y 184d,Batting: Right hand bat,Bowling: Right arm fast,Mohammed Shami 
993,Pradeep Sangwan,KKR,2012,Bowler,21y 121d,Right,Left arm medium,1,Age: 21y 121d,Batting: Right hand bat,Bowling: Left arm medium,Pradeep Sangwan 
994,Rajat Bhatia,KKR,2012,All-Rounder,32y 135d,Right,Right arm medium fast,1,Age: 32y 135d,Batting: Right hand bat,Bowling: Right arm medium fast,Rajat Bhatia 
995,Ryan ten Doeschate,KKR,2012,All-Rounder,31y 249d,Right,Right arm medium fast,1,Age: 31y 249d,Batting: Right hand bat,Bowling: Right arm medium fast,Ryan ten Doeschate 
996,Sanju Samson,KKR,2012,Wicketkeeper Batsman,17y 115d,Right,,1,Age: 17y 115d,Batting: Right hand bat,,Sanju Samson 
997,Sarabjit Ladda,KKR,2012,Bowler,25y 239d,Right,Legbreak,1,Age: 25y 239d,Batting: Right hand bat,Bowling: Legbreak,Sarabjit Ladda 
998,Shakib Al Hasan,KKR,2012,All-Rounder,24y 347d,Left,Slow left arm orthodox,1,Age: 24y 347d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Shakib Al Hasan 
999,Sunil Narine,KKR,2012,All-Rounder,23y 284d,Left,Right arm offbreak,1,Age: 23y 284d,Batting: Left hand bat,Bowling: Right arm offbreak,Sunil Narine 
1000,Yusuf Pathan,KKR,2012,All-Rounder,29y 109d,Right,Right arm offbreak,1,Age: 29y 109d,Batting: Right hand bat,Bowling: Right arm offbreak,Yusuf Pathan 
1001,Abhishek Nayar,KXIP,2012,All-Rounder,28y 189d,Left,Right arm medium,1,Age: 28y 189d,Batting: Left hand bat,Bowling: Right arm medium,Abhishek Nayar 
1002,Adam Gilchrist (c),KXIP,2012,Wicketkeeper Batsman,40y 152d,Left,Right arm offbreak,1,Age: 40y 152d,Batting: Left hand bat,Bowling: Right arm offbreak,Adam Gilchrist  (c)
1003,Amit Yadav,KXIP,2012,All-Rounder,22y 187d,Right,Right arm offbreak,1,Age: 22y 187d,Batting: Right hand bat,Bowling: Right arm offbreak,Amit Yadav 
1004,Azhar Mahmood,KXIP,2012,All-Rounder,37y 46d,Right,Right arm medium fast,1,Age: 37y 46d,Batting: Right hand bat,Bowling: Right arm medium fast,Azhar Mahmood 
1005,Ben Cutting,KXIP,2012,All-Rounder,25y 75d,Right,Right arm medium fast,1,Age: 25y 75d,Batting: Right hand bat,Bowling: Right arm medium fast,Ben Cutting 
1006,Bhargav Bhatt,KXIP,2012,Bowler,21y 337d,Left,Slow left arm orthodox,1,Age: 21y 337d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Bhargav Bhatt 
1007,Bipul Sharma,KXIP,2012,All-Rounder,28y 199d,Left,Slow left arm orthodox,1,Age: 28y 199d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Bipul Sharma 
1008,David Hussey,KXIP,2012,All-Rounder,34y 274d,Right,Right arm offbreak,1,Age: 34y 274d,Batting: Right hand bat,Bowling: Right arm offbreak,David Hussey 
1009,David Miller,KXIP,2012,Batsman,22y 309d,Left,Right arm offbreak,1,Age: 22y 309d,Batting: Left hand bat,Bowling: Right arm offbreak,David Miller 
1010,Dimitri Mascarenhas,KXIP,2012,All-Rounder,34y 167d,Right,Right arm medium fast,1,Age: 34y 167d,Batting: Right hand bat,Bowling: Right arm medium fast,Dimitri Mascarenhas 
1011,Gurkeerat Singh Mann,KXIP,2012,Batsman,21y 290d,Right,Right arm offbreak,1,Age: 21y 290d,Batting: Right hand bat,Bowling: Right arm offbreak,Gurkeerat Singh Mann 
1012,Harmeet Singh,KXIP,2012,Bowler,24y 188d,Right,Right arm medium,1,Age: 24y 188d,Batting: Right hand bat,Bowling: Right arm medium,Harmeet Singh 
1013,James Faulkner,KXIP,2012,All-Rounder,21y 351d,Right,Left arm medium fast,1,Age: 21y 351d,Batting: Right hand bat,Bowling: Left arm medium fast,James Faulkner 
1014,Kyle Abbott,KXIP,2012,Bowler,24y 301d,Right,Right arm medium fast,1,Age: 24y 301d,Batting: Right hand bat,Bowling: Right arm medium fast,Kyle Abbott 
1015,Love Ablish,KXIP,2012,Bowler,29y 133d,Right,Right arm medium fast,1,Age: 29y 133d,Batting: Right hand bat,Bowling: Right arm medium fast,Love Ablish 
1016,Mandeep Singh,KXIP,2012,All-Rounder,20y 118d,Right,Right arm medium,1,Age: 20y 118d,Batting: Right hand bat,Bowling: Right arm medium,Mandeep Singh 
1017,Nathan Rimmington,KXIP,2012,Bowler,29y 155d,Right,Right arm medium fast,1,Age: 29y 155d,Batting: Right hand bat,Bowling: Right arm medium fast,Nathan Rimmington 
1018,Nitin Saini,KXIP,2012,Wicketkeeper Batsman,23y 169d,Right,,1,Age: 23y 169d,Batting: Right hand bat,,Nitin Saini 
1019,Paras Dogra,KXIP,2012,Batsman,27y 147d,Right,Legbreak,1,Age: 27y 147d,Batting: Right hand bat,Bowling: Legbreak,Paras Dogra 
1020,Parvinder Awana,KXIP,2012,Bowler,25y 270d,Right,Right arm medium,1,Age: 25y 270d,Batting: Right hand bat,Bowling: Right arm medium,Parvinder Awana 
1021,Paul Valthaty,KXIP,2012,Batsman,28y 129d,Right,Right arm medium,1,Age: 28y 129d,Batting: Right hand bat,Bowling: Right arm medium,Paul Valthaty 
1022,Piyush Chawla,KXIP,2012,All-Rounder,23y 112d,Left,Legbreak,1,Age: 23y 112d,Batting: Left hand bat,Bowling: Legbreak,Piyush Chawla 
1023,Praveen Kumar,KXIP,2012,Bowler,25y 195d,Right,Right arm medium,1,Age: 25y 195d,Batting: Right hand bat,Bowling: Right arm medium,Praveen Kumar 
1024,Rajagopal Sathish,KXIP,2012,All-Rounder,31y 91d,Right,Right arm medium,1,Age: 31y 91d,Batting: Right hand bat,Bowling: Right arm medium,Rajagopal Sathish 
1025,Ramesh Powar,KXIP,2012,Bowler,33y 330d,Right,Right arm offbreak,1,Age: 33y 330d,Batting: Right hand bat,Bowling: Right arm offbreak,Ramesh Powar 
1026,Ryan Harris,KXIP,2012,Bowler,32y 186d,Right,Right arm fast,1,Age: 32y 186d,Batting: Right hand bat,Bowling: Right arm fast,Ryan Harris 
1027,Shalabh Srivastava,KXIP,2012,Bowler,30y 205d,Right,Left arm medium fast,1,Age: 30y 205d,Batting: Right hand bat,Bowling: Left arm medium fast,Shalabh Srivastava 
1028,Shaun Marsh,KXIP,2012,Batsman,28y 280d,Left,Slow left arm orthodox,1,Age: 28y 280d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Shaun Marsh 
1029,Siddharth Chitnis,KXIP,2012,Batsman,24y 344d,Right,Right arm offbreak,1,Age: 24y 344d,Batting: Right hand bat,Bowling: Right arm offbreak,Siddharth Chitnis 
1030,Stuart Broad,KXIP,2012,Bowler,25y 295d,Left,Right arm medium fast,1,Age: 25y 295d,Batting: Left hand bat,Bowling: Right arm medium fast,Stuart Broad 
1031,Sunny Singh,KXIP,2012,Batsman,25y 118d,Right,Right arm medium fast,1,Age: 25y 118d,Batting: Right hand bat,Bowling: Right arm medium fast,Sunny Singh 
1032,Vikramjeet Malik,KXIP,2012,Bowler,28y 341d,Right,Right arm medium,1,Age: 28y 341d,Batting: Right hand bat,Bowling: Right arm medium,Vikramjeet Malik 
1033,Abu Nechim Ahmed,MI,2012,Bowler,23y 179d,Right,Right arm medium fast,1,Age: 23y 179d,Batting: Right hand bat,Bowling: Right arm medium fast,Abu Nechim Ahmed 
1034,Aditya Tare,MI,2012,Wicketkeeper Batsman,24y 177d,Right,,1,Age: 24y 177d,Batting: Right hand bat,,Aditya Tare 
1035,Aiden Blizzard,MI,2012,Batsman,27y 310d,Left,Left arm medium,1,Age: 27y 310d,Batting: Left hand bat,Bowling: Left arm medium,Aiden Blizzard 
1036,Ambati Rayudu,MI,2012,Batsman,26y 222d,Right,Right arm offbreak,1,Age: 26y 222d,Batting: Right hand bat,Bowling: Right arm offbreak,Ambati Rayudu 
1037,Amitoze Singh,MI,2012,All-Rounder,23y 78d,Right,Right arm medium,1,Age: 23y 78d,Batting: Right hand bat,Bowling: Right arm medium,Amitoze Singh 
1038,Apoorv Wankhade,MI,2012,Batsman,20y 49d,Right,Right arm medium,1,Age: 20y 49d,Batting: Right hand bat,Bowling: Right arm medium,Apoorv Wankhade 
1039,Clint McKay,MI,2012,Bowler,29y 72d,Right,Right arm medium fast,1,Age: 29y 72d,Batting: Right hand bat,Bowling: Right arm medium fast,Clint McKay 
1040,Davy Jacobs,MI,2012,Wicketkeeper Batsman,29y 180d,Right,Right arm medium,1,Age: 29y 180d,Batting: Right hand bat,Bowling: Right arm medium,Davy Jacobs 
1041,Dhawal Kulkarni,MI,2012,Bowler,23y 144d,Right,Right arm medium,1,Age: 23y 144d,Batting: Right hand bat,Bowling: Right arm medium,Dhawal Kulkarni 
1042,Dinesh Karthik,MI,2012,Wicketkeeper Batsman,26y 336d,Right,Right arm offbreak,1,Age: 26y 336d,Batting: Right hand bat,Bowling: Right arm offbreak,Dinesh Karthik 
1043,Dwayne Smith,MI,2012,All-Rounder,29y 20d,Right,Right arm medium,1,Age: 29y 20d,Batting: Right hand bat,Bowling: Right arm medium,Dwayne Smith 
1044,Harbhajan Singh (c),MI,2012,Bowler,31y 304d,Right,Right arm offbreak,1,Age: 31y 304d,Batting: Right hand bat,Bowling: Right arm offbreak,Harbhajan Singh (c)
1045,Herschelle Gibbs,MI,2012,Batsman,38y 69d,Right,,1,Age: 38y 69d,Batting: Right hand bat,Bowling: Right arm bowler,Herschelle Gibbs 
1046,James Franklin,MI,2012,All-Rounder,31y 177d,Left,Left arm medium,1,Age: 31y 177d,Batting: Left hand bat,Bowling: Left arm medium,James Franklin 
1047,Jaydev Shah,MI,2012,Batsman,28y 364d,Left,Right arm offbreak,1,Age: 28y 364d,Batting: Left hand bat,Bowling: Right arm offbreak,Jaydev Shah 
1048,Kieron Pollard,MI,2012,All-Rounder,24y 356d,Right,Right arm medium,1,Age: 24y 356d,Batting: Right hand bat,Bowling: Right arm medium,Kieron Pollard 
1049,Kuldeep Yadav,MI,2012,Bowler,17y 140d,Left,Left arm wrist spin,1,Age: 17y 140d,Batting: Left hand bat,Bowling: Left arm wrist spin,Kuldeep Yadav 
1050,Lasith Malinga,MI,2012,Bowler,28y 248d,Right,Right arm fast,1,Age: 28y 248d,Batting: Right hand bat,Bowling: Right arm fast,Lasith Malinga 
1051,Mitchell Johnson,MI,2012,Bowler,30y 182d,Left,Left arm fast,1,Age: 30y 182d,Batting: Left hand bat,Bowling: Left arm fast,Mitchell Johnson 
1052,Munaf Patel,MI,2012,Bowler,28y 295d,Right,Right arm medium fast,1,Age: 28y 295d,Batting: Right hand bat,Bowling: Right arm medium fast,Munaf Patel 
1053,Pawan Suyal,MI,2012,Bowler,22y 200d,Right,Left arm medium,1,Age: 22y 200d,Batting: Right hand bat,Bowling: Left arm medium,Pawan Suyal 
1054,Pragyan Ojha,MI,2012,Bowler,25y 240d,Left,Slow left arm orthodox,1,Age: 25y 240d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Pragyan Ojha 
1055,Rahul Shukla,MI,2012,Bowler,21y 248d,Right,Right arm medium,1,Age: 21y 248d,Batting: Right hand bat,Bowling: Right arm medium,Rahul Shukla 
1056,Richard Levi,MI,2012,Batsman,24y 109d,Right,Right arm medium,1,Age: 24y 109d,Batting: Right hand bat,Bowling: Right arm medium,Richard Levi 
1057,Robin Peterson,MI,2012,Bowler,32y 272d,Left,Slow left arm orthodox,1,Age: 32y 272d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Robin Peterson 
1058,Rohit Sharma,MI,2012,Batsman,25y 2d,Right,Right arm offbreak,1,Age: 25y 2d,Batting: Right hand bat,Bowling: Right arm offbreak,Rohit Sharma 
1059,RP Singh,MI,2012,Bowler,26y 148d,Right,Left arm medium fast,1,Age: 26y 148d,Batting: Right hand bat,Bowling: Left arm medium fast,RP Singh 
1060,Sachin Tendulkar,MI,2012,Batsman,39y 8d,Right,Right arm offbreak/ Legbreak googly,1,Age: 39y 8d,Batting: Right hand bat,Bowling: Right arm offbreak/ Legbreak googly,Sachin Tendulkar 
1061,Sujit Nayak,MI,2012,Batsman,22y 314d,Left,Slow left arm orthodox,1,Age: 22y 314d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Sujit Nayak 
1062,Suryakumar Yadav,MI,2012,Batsman,21y 231d,Right,Right arm medium/ Right arm offbreak,1,Age: 21y 231d,Batting: Right hand bat,Bowling: Right arm medium/ Right arm offbreak,Suryakumar Yadav 
1063,Sushant Marathe,MI,2012,Wicketkeeper Batsman,26y 199d,Left,Legbreak googly,1,Age: 26y 199d,Batting: Left hand bat,Bowling: Legbreak googly,Sushant Marathe 
1064,Thisara Perera,MI,2012,All-Rounder,23y 29d,Left,Right arm medium fast,1,Age: 23y 29d,Batting: Left hand bat,Bowling: Right arm medium fast,Thisara Perera 
1065,Tirumalasetti Suman,MI,2012,Batsman,28y 139d,Right,Right arm offbreak,1,Age: 28y 139d,Batting: Right hand bat,Bowling: Right arm offbreak,Tirumalasetti Suman 
1066,Yuzvendra Chahal,MI,2012,Bowler,21y 284d,Right,Legbreak googly,1,Age: 21y 284d,Batting: Right hand bat,Bowling: Legbreak googly,Yuzvendra Chahal 
1067,AB de Villiers,RCB,2012,Wicketkeeper Batsman,28y 78d,Right,Right arm medium,1,Age: 28y 78d,Batting: Right hand bat,Bowling: Right arm medium,AB de Villiers 
1068,Abhimanyu Mithun,RCB,2012,Bowler,22y 193d,Right,Right arm medium,1,Age: 22y 193d,Batting: Right hand bat,Bowling: Right arm medium,Abhimanyu Mithun 
1069,Abrar Kazi,RCB,2012,Bowler,22y 219d,Left,Slow left arm orthodox,1,Age: 22y 219d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Abrar Kazi 
1070,Andrew McDonald,RCB,2012,All-Rounder,30y 335d,Right,Right arm medium fast,1,Age: 30y 335d,Batting: Right hand bat,Bowling: Right arm medium fast,Andrew McDonald 
1071,Arun Karthik,RCB,2012,Wicketkeeper Batsman,26y 80d,Right,Legbreak googly,1,Age: 26y 80d,Batting: Right hand bat,Bowling: Legbreak googly,Arun Karthik 
1072,Asad Pathan,RCB,2012,Bowler,27y 323d,Right,Right arm medium,1,Age: 27y 323d,Batting: Right hand bat,Bowling: Right arm medium,Asad Pathan 
1073,Charl Langeveldt,RCB,2012,Bowler,37y 140d,Right,Right arm medium fast,1,Age: 37y 140d,Batting: Right hand bat,Bowling: Right arm medium fast,Charl Langeveldt 
1074,Cheteshwar Pujara,RCB,2012,Batsman,24y 101d,Right,Legbreak,1,Age: 24y 101d,Batting: Right hand bat,Bowling: Legbreak,Cheteshwar Pujara 
1075,Chidhambaram Gautam,RCB,2012,Wicketkeeper Batsman,26y 58d,Right,,1,Age: 26y 58d,Batting: Right hand bat,,Chidhambaram Gautam 
1076,Chris Gayle,RCB,2012,All-Rounder,32y 227d,Left,Right arm offbreak,1,Age: 32y 227d,Batting: Left hand bat,Bowling: Right arm offbreak,Chris Gayle 
1077,Daniel Vettori (c),RCB,2012,All-Rounder,33y 99d,Left,Slow left arm orthodox,1,Age: 33y 99d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Daniel Vettori (c)
1078,Dirk Nannes,RCB,2012,Bowler,35y 355d,Right,Left arm fast,1,Age: 35y 355d,Batting: Right hand bat,Bowling: Left arm fast,Dirk Nannes 
1079,Harshal Patel,RCB,2012,Bowler,21y 164d,Right,Right arm medium,1,Age: 21y 164d,Batting: Right hand bat,Bowling: Right arm medium,Harshal Patel 
1080,Karun Nair,RCB,2012,Batsman,20y 151d,Right,Right arm offbreak,1,Age: 20y 151d,Batting: Right hand bat,Bowling: Right arm offbreak,Karun Nair 
1081,KP Appanna,RCB,2012,Bowler,23y 137d,Right,Slow left arm orthodox,1,Age: 23y 137d,Batting: Right hand bat,Bowling: Slow left arm orthodox,KP Appanna 
